district_id,year,week_of_year,week_start,mean_temp,mean_humidity,total_rainfall,source
33,2012,39,2012-09-24,25.55,66.9,56.8,synthetic
33,2012,40,2012-10-01,25.42,62.3,48.3,synthetic
33,2012,41,2012-10-08,24.0,65.1,42.7,synthetic
33,2012,42,2012-10-15,23.07,63.9,32.2,synthetic
33,2012,43,2012-10-22,23.04,61.1,25.5,synthetic
33,2012,44,2012-10-29,22.78,58.7,22.3,synthetic
33,2012,45,2012-11-05,21.45,56.6,15.7,synthetic
33,2012,46,2012-11-12,21.79,62.3,6.2,synthetic
33,2012,47,2012-11-19,22.72,57.6,0.0,synthetic
33,2012,48,2012-11-26,21.6,63.7,0.0,synthetic
33,2012,49,2012-12-03,19.76,61.8,0.0,synthetic
33,2012,50,2012-12-10,22.04,62.4,0.0,synthetic
33,2012,51,2012-12-17,20.57,61.0,5.3,synthetic
33,2012,52,2012-12-24,21.0,60.6,0.0,synthetic
33,2013,1,2012-12-31,22.72,64.0,4.5,synthetic
33,2013,2,2013-01-07,21.06,61.7,21.7,synthetic
33,2013,3,2013-01-14,21.93,67.1,0.1,synthetic
33,2013,4,2013-01-21,22.48,66.9,0.0,synthetic
33,2013,5,2013-01-28,22.51,72.0,0.0,synthetic
33,2013,6,2013-02-04,23.02,69.4,0.0,synthetic
33,2013,7,2013-02-11,24.7,76.7,20.6,synthetic
33,2013,8,2013-02-18,25.78,64.5,5.4,synthetic
33,2013,9,2013-02-25,26.3,77.7,5.7,synthetic
33,2013,10,2013-03-04,26.7,72.5,3.1,synthetic
33,2013,11,2013-03-11,26.5,77.2,6.4,synthetic
33,2013,12,2013-03-18,26.79,86.5,2.7,synthetic
33,2013,13,2013-03-25,28.3,83.0,5.5,synthetic
33,2013,14,2013-04-01,31.13,77.3,0.0,synthetic
33,2013,15,2013-04-08,30.6,82.2,10.6,synthetic
33,2013,16,2013-04-15,29.74,83.9,0.0,synthetic
33,2013,17,2013-04-22,30.37,86.2,6.8,synthetic
33,2013,18,2013-04-29,32.18,86.7,34.4,synthetic
33,2013,19,2013-05-06,31.12,89.8,40.5,synthetic
33,2013,20,2013-05-13,32.24,85.4,49.6,synthetic
33,2013,21,2013-05-20,30.53,84.6,42.5,synthetic
33,2013,22,2013-05-27,32.62,84.0,51.2,synthetic
33,2013,23,2013-06-03,31.12,85.5,61.3,synthetic
33,2013,24,2013-06-10,31.28,84.6,72.5,synthetic
33,2013,25,2013-06-17,31.95,88.0,79.2,synthetic
33,2013,26,2013-06-24,32.95,91.3,89.7,synthetic
33,2013,27,2013-07-01,32.25,78.5,96.9,synthetic
33,2013,28,2013-07-08,30.18,80.8,92.8,synthetic
33,2013,29,2013-07-15,32.58,79.6,94.7,synthetic
33,2013,30,2013-07-22,30.21,82.9,96.3,synthetic
33,2013,31,2013-07-29,30.33,84.5,110.9,synthetic
33,2013,32,2013-08-05,30.09,73.8,101.9,synthetic
33,2013,33,2013-08-12,29.09,75.0,87.6,synthetic
33,2013,34,2013-08-19,29.99,71.7,111.4,synthetic
33,2013,35,2013-08-26,28.93,69.1,83.3,synthetic
33,2013,36,2013-09-02,27.39,72.7,90.7,synthetic
33,2013,37,2013-09-09,24.66,68.1,82.5,synthetic
33,2013,38,2013-09-16,26.47,64.3,69.9,synthetic
33,2013,39,2013-09-23,25.46,61.3,69.7,synthetic
33,2013,40,2013-09-30,24.07,60.8,59.9,synthetic
33,2013,41,2013-10-07,24.17,61.2,33.5,synthetic
33,2013,42,2013-10-14,23.14,69.4,45.4,synthetic
33,2013,43,2013-10-21,22.57,60.9,56.3,synthetic
33,2013,44,2013-10-28,22.32,55.1,16.1,synthetic
33,2013,45,2013-11-04,20.74,63.3,0.0,synthetic
33,2013,46,2013-11-11,21.82,60.3,0.0,synthetic
33,2013,47,2013-11-18,22.03,57.4,0.0,synthetic
33,2013,48,2013-11-25,20.69,59.3,0.0,synthetic
33,2013,49,2013-12-02,21.58,60.2,4.0,synthetic
33,2013,50,2013-12-09,22.0,58.8,14.1,synthetic
33,2013,51,2013-12-16,21.05,55.0,0.0,synthetic
33,2013,52,2013-12-23,22.26,57.7,6.4,synthetic
33,2014,1,2013-12-30,21.34,58.3,3.2,synthetic
33,2014,2,2014-01-06,21.74,62.4,3.9,synthetic
33,2014,3,2014-01-13,22.7,67.3,9.4,synthetic
33,2014,4,2014-01-20,23.28,67.9,3.1,synthetic
33,2014,5,2014-01-27,24.68,70.8,0.0,synthetic
33,2014,6,2014-02-03,22.84,66.7,1.2,synthetic
33,2014,7,2014-02-10,22.56,69.2,13.2,synthetic
33,2014,8,2014-02-17,25.29,68.2,0.0,synthetic
33,2014,9,2014-02-24,23.32,77.0,3.1,synthetic
33,2014,10,2014-03-03,26.11,73.2,0.0,synthetic
33,2014,11,2014-03-10,27.76,76.5,2.3,synthetic
33,2014,12,2014-03-17,27.71,79.8,0.0,synthetic
33,2014,13,2014-03-24,29.16,84.0,1.9,synthetic
33,2014,14,2014-03-31,29.72,81.4,10.4,synthetic
33,2014,15,2014-04-07,29.2,89.3,0.0,synthetic
33,2014,16,2014-04-14,29.15,80.5,14.9,synthetic
33,2014,17,2014-04-21,30.68,83.0,0.0,synthetic
33,2014,18,2014-04-28,31.34,75.8,24.0,synthetic
33,2014,19,2014-05-05,30.32,86.4,24.5,synthetic
33,2014,20,2014-05-12,31.02,89.5,31.8,synthetic
33,2014,21,2014-05-19,31.58,86.9,60.4,synthetic
33,2014,22,2014-05-26,32.59,80.9,48.8,synthetic
33,2014,23,2014-06-02,33.57,86.5,75.0,synthetic
33,2014,24,2014-06-09,31.93,89.0,76.1,synthetic
33,2014,25,2014-06-16,31.61,81.9,84.5,synthetic
33,2014,26,2014-06-23,31.94,85.9,79.8,synthetic
33,2014,27,2014-06-30,31.33,87.3,70.3,synthetic
33,2014,28,2014-07-07,31.55,75.3,96.5,synthetic
33,2014,29,2014-07-14,30.33,78.2,103.6,synthetic
33,2014,30,2014-07-21,31.09,79.4,102.6,synthetic
33,2014,31,2014-07-28,30.79,79.9,104.5,synthetic
33,2014,32,2014-08-04,30.39,75.6,102.6,synthetic
33,2014,33,2014-08-11,29.06,73.9,93.5,synthetic
33,2014,34,2014-08-18,27.45,77.5,88.6,synthetic
33,2014,35,2014-08-25,28.61,72.2,77.5,synthetic
33,2014,36,2014-09-01,27.1,70.9,79.9,synthetic
33,2014,37,2014-09-08,26.87,65.9,75.7,synthetic
33,2014,38,2014-09-15,27.51,64.8,74.5,synthetic
33,2014,39,2014-09-22,25.71,61.4,75.6,synthetic
33,2014,40,2014-09-29,24.94,65.1,48.7,synthetic
33,2014,41,2014-10-06,21.84,59.1,57.9,synthetic
33,2014,42,2014-10-13,22.29,65.9,40.3,synthetic
33,2014,43,2014-10-20,23.24,51.9,13.3,synthetic
33,2014,44,2014-10-27,22.29,59.7,19.9,synthetic
33,2014,45,2014-11-03,21.8,63.7,0.0,synthetic
33,2014,46,2014-11-10,23.91,65.2,0.0,synthetic
33,2014,47,2014-11-17,20.79,63.6,6.0,synthetic
33,2014,48,2014-11-24,21.23,58.7,5.5,synthetic
33,2014,49,2014-12-01,21.88,58.0,0.0,synthetic
33,2014,50,2014-12-08,21.22,61.8,0.0,synthetic
33,2014,51,2014-12-15,20.62,62.4,0.0,synthetic
33,2014,52,2014-12-22,22.17,60.5,0.0,synthetic
33,2015,1,2014-12-29,21.57,63.1,8.6,synthetic
33,2015,2,2015-01-05,22.84,65.1,0.0,synthetic
33,2015,3,2015-01-12,22.1,62.9,19.2,synthetic
33,2015,4,2015-01-19,21.76,68.9,20.4,synthetic
33,2015,5,2015-01-26,23.31,63.3,3.8,synthetic
33,2015,6,2015-02-02,22.73,69.4,0.9,synthetic
33,2015,7,2015-02-09,24.74,72.7,9.4,synthetic
33,2015,8,2015-02-16,24.73,70.7,0.0,synthetic
33,2015,9,2015-02-23,26.01,79.2,1.0,synthetic
33,2015,10,2015-03-02,26.0,75.3,20.0,synthetic
33,2015,11,2015-03-09,25.9,78.3,10.0,synthetic
33,2015,12,2015-03-16,27.62,84.4,2.9,synthetic
33,2015,13,2015-03-23,28.31,81.0,8.7,synthetic
33,2015,14,2015-03-30,29.23,84.8,0.0,synthetic
33,2015,15,2015-04-06,29.07,81.8,6.9,synthetic
33,2015,16,2015-04-13,31.19,87.6,0.0,synthetic
33,2015,17,2015-04-20,29.25,85.7,40.3,synthetic
33,2015,18,2015-04-27,30.37,86.7,22.9,synthetic
33,2015,19,2015-05-04,31.7,93.5,36.2,synthetic
33,2015,20,2015-05-11,31.06,83.3,53.2,synthetic
33,2015,21,2015-05-18,33.28,90.4,41.6,synthetic
33,2015,22,2015-05-25,31.81,88.0,59.9,synthetic
33,2015,23,2015-06-01,32.43,86.1,75.0,synthetic
33,2015,24,2015-06-08,31.38,92.8,69.9,synthetic
33,2015,25,2015-06-15,32.47,87.0,82.1,synthetic
33,2015,26,2015-06-22,31.93,84.8,88.4,synthetic
33,2015,27,2015-06-29,32.71,83.3,75.9,synthetic
33,2015,28,2015-07-06,32.18,77.4,89.6,synthetic
33,2015,29,2015-07-13,30.94,84.4,96.7,synthetic
33,2015,30,2015-07-20,31.04,82.0,103.6,synthetic
33,2015,31,2015-07-27,32.14,75.6,99.2,synthetic
33,2015,32,2015-08-03,31.8,75.6,95.2,synthetic
33,2015,33,2015-08-10,28.73,74.3,100.2,synthetic
33,2015,34,2015-08-17,27.03,73.8,95.9,synthetic
33,2015,35,2015-08-24,28.28,71.9,91.2,synthetic
33,2015,36,2015-08-31,26.49,67.3,83.5,synthetic
33,2015,37,2015-09-07,25.37,69.4,91.1,synthetic
33,2015,38,2015-09-14,24.91,66.8,79.1,synthetic
33,2015,39,2015-09-21,24.43,66.0,60.9,synthetic
33,2015,40,2015-09-28,24.57,66.3,50.5,synthetic
33,2015,41,2015-10-05,23.22,58.3,51.3,synthetic
33,2015,42,2015-10-12,23.29,62.0,46.9,synthetic
33,2015,43,2015-10-19,21.86,64.8,18.7,synthetic
33,2015,44,2015-10-26,22.04,58.1,19.0,synthetic
33,2015,45,2015-11-02,22.09,65.7,20.1,synthetic
33,2015,46,2015-11-09,23.51,58.2,0.0,synthetic
33,2015,47,2015-11-16,22.47,52.4,0.0,synthetic
33,2015,48,2015-11-23,22.29,57.8,7.8,synthetic
33,2015,49,2015-11-30,20.98,61.3,0.0,synthetic
33,2015,50,2015-12-07,21.99,61.7,0.0,synthetic
33,2015,51,2015-12-14,19.94,61.6,7.6,synthetic
33,2015,52,2015-12-21,21.79,58.4,0.0,synthetic
33,2015,53,2015-12-28,22.7,63.3,0.0,synthetic
33,2016,1,2016-01-04,21.24,62.5,1.6,synthetic
33,2016,2,2016-01-11,22.76,60.8,12.6,synthetic
33,2016,3,2016-01-18,20.37,66.0,0.2,synthetic
33,2016,4,2016-01-25,21.89,65.9,0.0,synthetic
33,2016,5,2016-02-01,22.17,70.7,0.0,synthetic
33,2016,6,2016-02-08,24.71,69.2,0.0,synthetic
33,2016,7,2016-02-15,24.18,72.0,0.0,synthetic
33,2016,8,2016-02-22,24.44,71.0,0.0,synthetic
33,2016,9,2016-02-29,26.43,76.8,9.8,synthetic
33,2016,10,2016-03-07,26.74,70.4,0.0,synthetic
33,2016,11,2016-03-14,28.6,70.9,9.1,synthetic
33,2016,12,2016-03-21,26.24,78.9,0.0,synthetic
33,2016,13,2016-03-28,27.82,79.6,2.3,synthetic
33,2016,14,2016-04-04,29.3,81.2,6.8,synthetic
33,2016,15,2016-04-11,29.11,82.2,0.0,synthetic
33,2016,16,2016-04-18,30.52,88.9,5.8,synthetic
33,2016,17,2016-04-25,30.1,87.7,21.9,synthetic
33,2016,18,2016-05-02,31.01,94.4,29.9,synthetic
33,2016,19,2016-05-09,31.78,86.1,39.3,synthetic
33,2016,20,2016-05-16,32.55,84.4,27.8,synthetic
33,2016,21,2016-05-23,30.95,86.8,55.7,synthetic
33,2016,22,2016-05-30,32.41,87.6,53.8,synthetic
33,2016,23,2016-06-06,31.57,88.4,63.6,synthetic
33,2016,24,2016-06-13,32.68,86.4,79.7,synthetic
33,2016,25,2016-06-20,32.39,84.8,82.0,synthetic
33,2016,26,2016-06-27,32.97,86.7,91.0,synthetic
33,2016,27,2016-07-04,30.88,84.0,94.2,synthetic
33,2016,28,2016-07-11,33.02,82.4,71.3,synthetic
33,2016,29,2016-07-18,31.08,79.1,97.7,synthetic
33,2016,30,2016-07-25,29.51,79.2,106.2,synthetic
33,2016,31,2016-08-01,29.66,80.6,119.4,synthetic
33,2016,32,2016-08-08,31.0,75.4,97.7,synthetic
33,2016,33,2016-08-15,31.15,71.9,88.8,synthetic
33,2016,34,2016-08-22,26.41,78.3,91.8,synthetic
33,2016,35,2016-08-29,27.97,72.5,86.9,synthetic
33,2016,36,2016-09-05,28.33,70.3,94.6,synthetic
33,2016,37,2016-09-12,26.35,67.2,66.1,synthetic
33,2016,38,2016-09-19,25.31,64.6,88.2,synthetic
33,2016,39,2016-09-26,24.44,64.2,65.5,synthetic
33,2016,40,2016-10-03,24.71,63.3,69.9,synthetic
33,2016,41,2016-10-10,23.36,64.4,46.4,synthetic
33,2016,42,2016-10-17,22.44,64.7,48.6,synthetic
33,2016,43,2016-10-24,22.21,64.2,32.7,synthetic
33,2016,44,2016-10-31,24.19,53.9,14.8,synthetic
33,2016,45,2016-11-07,22.81,53.0,8.9,synthetic
33,2016,46,2016-11-14,21.17,60.0,0.0,synthetic
33,2016,47,2016-11-21,21.66,58.5,4.5,synthetic
33,2016,48,2016-11-28,20.63,58.6,17.2,synthetic
33,2016,49,2016-12-05,21.4,58.4,0.0,synthetic
33,2016,50,2016-12-12,21.22,59.0,5.5,synthetic
33,2016,51,2016-12-19,21.83,63.8,0.0,synthetic
33,2016,52,2016-12-26,23.44,65.3,4.3,synthetic
33,2017,1,2017-01-02,21.31,63.2,2.3,synthetic
33,2017,2,2017-01-09,24.15,60.2,10.0,synthetic
33,2017,3,2017-01-16,23.14,65.5,3.0,synthetic
33,2017,4,2017-01-23,22.32,66.5,0.0,synthetic
33,2017,5,2017-01-30,23.07,65.0,0.0,synthetic
33,2017,6,2017-02-06,23.61,66.1,6.2,synthetic
33,2017,7,2017-02-13,24.64,66.8,6.3,synthetic
33,2017,8,2017-02-20,26.13,70.1,16.9,synthetic
33,2017,9,2017-02-27,26.62,74.7,3.5,synthetic
33,2017,10,2017-03-06,25.32,73.2,3.6,synthetic
33,2017,11,2017-03-13,26.67,74.1,0.0,synthetic
33,2017,12,2017-03-20,27.31,77.3,0.0,synthetic
33,2017,13,2017-03-27,28.0,82.0,13.9,synthetic
33,2017,14,2017-04-03,27.95,81.2,0.0,synthetic
33,2017,15,2017-04-10,28.85,84.1,0.0,synthetic
33,2017,16,2017-04-17,28.43,86.6,0.0,synthetic
33,2017,17,2017-04-24,30.78,90.9,15.6,synthetic
33,2017,18,2017-05-01,31.3,85.6,9.4,synthetic
33,2017,19,2017-05-08,31.65,90.1,31.9,synthetic
33,2017,20,2017-05-15,31.83,87.2,58.1,synthetic
33,2017,21,2017-05-22,31.01,91.5,49.9,synthetic
33,2017,22,2017-05-29,31.76,88.8,58.2,synthetic
33,2017,23,2017-06-05,31.25,85.0,76.6,synthetic
33,2017,24,2017-06-12,31.46,81.4,57.2,synthetic
33,2017,25,2017-06-19,30.97,80.0,91.7,synthetic
33,2017,26,2017-06-26,32.86,89.2,79.6,synthetic
33,2017,27,2017-07-03,32.14,75.2,101.9,synthetic
33,2017,28,2017-07-10,31.3,79.1,90.2,synthetic
33,2017,29,2017-07-17,30.78,86.0,97.3,synthetic
33,2017,30,2017-07-24,30.53,78.4,98.0,synthetic
33,2017,31,2017-07-31,30.13,72.7,95.1,synthetic
33,2017,32,2017-08-07,29.95,74.9,100.3,synthetic
33,2017,33,2017-08-14,29.6,76.6,92.7,synthetic
33,2017,34,2017-08-21,28.76,73.7,93.2,synthetic
33,2017,35,2017-08-28,27.37,73.6,97.5,synthetic
33,2017,36,2017-09-04,27.61,74.7,87.6,synthetic
33,2017,37,2017-09-11,26.74,67.8,75.7,synthetic
33,2017,38,2017-09-18,25.99,71.6,68.4,synthetic
33,2017,39,2017-09-25,24.64,63.6,82.2,synthetic
33,2017,40,2017-10-02,25.36,61.8,46.2,synthetic
33,2017,41,2017-10-09,25.09,69.3,41.8,synthetic
33,2017,42,2017-10-16,23.8,58.9,32.2,synthetic
33,2017,43,2017-10-23,23.71,62.8,35.2,synthetic
33,2017,44,2017-10-30,22.18,56.6,16.7,synthetic
33,2017,45,2017-11-06,23.37,58.5,2.2,synthetic
33,2017,46,2017-11-13,21.47,64.1,4.4,synthetic
33,2017,47,2017-11-20,20.91,57.7,0.0,synthetic
33,2017,48,2017-11-27,22.01,66.7,0.0,synthetic
33,2017,49,2017-12-04,20.92,60.9,0.0,synthetic
33,2017,50,2017-12-11,21.38,62.9,0.0,synthetic
33,2017,51,2017-12-18,20.49,64.2,0.0,synthetic
33,2017,52,2017-12-25,22.19,58.2,0.0,synthetic
33,2018,1,2018-01-01,21.79,64.0,3.9,synthetic
33,2018,2,2018-01-08,21.98,67.0,7.4,synthetic
33,2018,3,2018-01-15,22.21,61.9,6.2,synthetic
33,2018,4,2018-01-22,23.39,67.0,0.0,synthetic
33,2018,5,2018-01-29,23.27,65.0,6.4,synthetic
33,2018,6,2018-02-05,24.47,70.9,11.0,synthetic
33,2018,7,2018-02-12,25.66,68.2,8.3,synthetic
33,2018,8,2018-02-19,24.28,77.6,2.7,synthetic
33,2018,9,2018-02-26,25.77,77.8,0.0,synthetic
33,2018,10,2018-03-05,27.67,71.4,1.6,synthetic
33,2018,11,2018-03-12,28.36,81.2,2.5,synthetic
33,2018,12,2018-03-19,28.87,74.4,0.0,synthetic
33,2018,13,2018-03-26,28.53,79.7,0.0,synthetic
33,2018,14,2018-04-02,28.99,81.3,0.0,synthetic
33,2018,15,2018-04-09,28.39,79.8,0.0,synthetic
33,2018,16,2018-04-16,30.34,79.7,8.7,synthetic
33,2018,17,2018-04-23,31.16,82.1,0.0,synthetic
33,2018,18,2018-04-30,32.11,94.6,4.5,synthetic
33,2018,19,2018-05-07,30.84,90.4,26.9,synthetic
33,2018,20,2018-05-14,31.21,91.3,43.4,synthetic
33,2018,21,2018-05-21,31.95,87.9,49.9,synthetic
33,2018,22,2018-05-28,33.3,88.5,61.2,synthetic
33,2018,23,2018-06-04,32.8,81.7,55.6,synthetic
33,2018,24,2018-06-11,32.38,82.5,57.2,synthetic
33,2018,25,2018-06-18,33.74,87.4,73.3,synthetic
33,2018,26,2018-06-25,31.71,83.9,84.8,synthetic
33,2018,27,2018-07-02,31.06,89.1,94.3,synthetic
33,2018,28,2018-07-09,31.18,86.6,107.5,synthetic
33,2018,29,2018-07-16,29.95,78.9,100.5,synthetic
33,2018,30,2018-07-23,31.07,86.2,96.0,synthetic
33,2018,31,2018-07-30,30.31,74.7,112.1,synthetic
33,2018,32,2018-08-06,29.25,73.4,94.0,synthetic
33,2018,33,2018-08-13,30.07,75.7,100.9,synthetic
33,2018,34,2018-08-20,27.94,76.1,101.2,synthetic
33,2018,35,2018-08-27,28.01,70.3,101.8,synthetic
33,2018,36,2018-09-03,27.08,72.9,89.7,synthetic
33,2018,37,2018-09-10,26.75,69.1,79.0,synthetic
33,2018,38,2018-09-17,25.98,63.7,84.1,synthetic
33,2018,39,2018-09-24,25.34,64.3,61.0,synthetic
33,2018,40,2018-10-01,24.39,67.7,50.0,synthetic
33,2018,41,2018-10-08,24.81,67.3,66.2,synthetic
33,2018,42,2018-10-15,24.38,58.9,48.8,synthetic
33,2018,43,2018-10-22,22.27,62.4,34.6,synthetic
33,2018,44,2018-10-29,22.2,60.0,18.6,synthetic
33,2018,45,2018-11-05,24.25,60.5,12.6,synthetic
33,2018,46,2018-11-12,21.96,59.0,4.6,synthetic
33,2018,47,2018-11-19,22.98,58.5,9.2,synthetic
33,2018,48,2018-11-26,21.0,58.0,2.7,synthetic
33,2018,49,2018-12-03,21.88,59.4,0.0,synthetic
33,2018,50,2018-12-10,22.48,59.3,0.0,synthetic
33,2018,51,2018-12-17,21.34,59.1,6.9,synthetic
33,2018,52,2018-12-24,22.33,63.2,2.1,synthetic
33,2019,1,2018-12-31,22.0,65.7,5.8,synthetic
33,2019,2,2019-01-07,22.84,60.3,0.0,synthetic
33,2019,3,2019-01-14,22.6,64.4,5.3,synthetic
33,2019,4,2019-01-21,22.0,66.2,0.0,synthetic
33,2019,5,2019-01-28,21.65,73.2,0.0,synthetic
33,2019,6,2019-02-04,24.56,68.0,3.8,synthetic
33,2019,7,2019-02-11,23.07,65.9,11.8,synthetic
33,2019,8,2019-02-18,23.33,74.0,0.0,synthetic
33,2019,9,2019-02-25,24.34,78.6,0.0,synthetic
33,2019,10,2019-03-04,25.15,75.5,0.0,synthetic
33,2019,11,2019-03-11,26.64,76.2,0.0,synthetic
33,2019,12,2019-03-18,27.67,77.6,0.0,synthetic
33,2019,13,2019-03-25,27.6,80.5,12.4,synthetic
33,2019,14,2019-04-01,29.17,83.1,7.9,synthetic
33,2019,15,2019-04-08,30.7,82.8,0.6,synthetic
33,2019,16,2019-04-15,28.17,89.7,8.1,synthetic
33,2019,17,2019-04-22,32.02,78.1,11.1,synthetic
33,2019,18,2019-04-29,30.65,82.3,20.4,synthetic
33,2019,19,2019-05-06,31.42,90.0,18.2,synthetic
33,2019,20,2019-05-13,30.95,88.8,45.9,synthetic
33,2019,21,2019-05-20,33.02,84.5,56.9,synthetic
33,2019,22,2019-05-27,31.97,77.0,66.0,synthetic
33,2019,23,2019-06-03,32.26,88.7,63.2,synthetic
33,2019,24,2019-06-10,32.82,84.1,74.7,synthetic
33,2019,25,2019-06-17,32.13,82.9,71.0,synthetic
33,2019,26,2019-06-24,31.64,88.4,72.5,synthetic
33,2019,27,2019-07-01,32.2,78.4,83.8,synthetic
33,2019,28,2019-07-08,32.04,81.2,108.7,synthetic
33,2019,29,2019-07-15,31.63,80.4,84.9,synthetic
33,2019,30,2019-07-22,32.25,85.3,95.4,synthetic
33,2019,31,2019-07-29,30.29,78.5,90.3,synthetic
33,2019,32,2019-08-05,29.66,76.9,109.4,synthetic
33,2019,33,2019-08-12,28.6,78.9,103.6,synthetic
33,2019,34,2019-08-19,28.59,75.7,88.3,synthetic
33,2019,35,2019-08-26,28.71,69.7,85.9,synthetic
33,2019,36,2019-09-02,26.18,73.6,93.1,synthetic
33,2019,37,2019-09-09,25.56,74.4,68.9,synthetic
33,2019,38,2019-09-16,26.83,60.2,67.6,synthetic
33,2019,39,2019-09-23,25.72,69.6,74.3,synthetic
33,2019,40,2019-09-30,25.35,62.7,68.1,synthetic
33,2019,41,2019-10-07,24.62,60.8,49.0,synthetic
33,2019,42,2019-10-14,23.41,58.7,37.4,synthetic
33,2019,43,2019-10-21,22.7,65.4,31.6,synthetic
33,2019,44,2019-10-28,24.36,58.2,41.3,synthetic
33,2019,45,2019-11-04,23.06,62.2,15.9,synthetic
33,2019,46,2019-11-11,22.45,57.7,5.9,synthetic
33,2019,47,2019-11-18,21.44,57.0,0.0,synthetic
33,2019,48,2019-11-25,21.22,59.4,16.0,synthetic
33,2019,49,2019-12-02,22.23,58.9,14.6,synthetic
33,2019,50,2019-12-09,22.02,61.0,3.6,synthetic
33,2019,51,2019-12-16,22.54,62.7,0.0,synthetic
33,2019,52,2019-12-23,20.72,61.6,0.0,synthetic
33,2020,1,2019-12-30,21.44,63.9,0.0,synthetic
33,2020,2,2020-01-06,21.64,61.4,6.6,synthetic
33,2020,3,2020-01-13,21.88,66.8,9.0,synthetic
33,2020,4,2020-01-20,23.58,71.1,6.0,synthetic
33,2020,5,2020-01-27,23.6,71.7,3.6,synthetic
33,2020,6,2020-02-03,24.15,64.2,2.6,synthetic
33,2020,7,2020-02-10,23.88,69.5,19.7,synthetic
33,2020,8,2020-02-17,24.15,71.5,3.6,synthetic
33,2020,9,2020-02-24,24.55,74.0,0.0,synthetic
33,2020,10,2020-03-02,26.35,73.8,0.0,synthetic
33,2020,11,2020-03-09,26.61,80.1,0.9,synthetic
33,2020,12,2020-03-16,27.94,75.7,0.0,synthetic
33,2020,13,2020-03-23,28.18,81.6,0.0,synthetic
33,2020,14,2020-03-30,30.24,82.3,5.3,synthetic
33,2020,15,2020-04-06,30.94,83.4,18.5,synthetic
33,2020,16,2020-04-13,29.77,81.8,2.3,synthetic
33,2020,17,2020-04-20,31.02,84.2,22.8,synthetic
33,2020,18,2020-04-27,31.12,88.7,22.0,synthetic
33,2020,19,2020-05-04,30.61,86.5,37.4,synthetic
33,2020,20,2020-05-11,31.93,88.6,40.2,synthetic
33,2020,21,2020-05-18,32.98,84.6,53.6,synthetic
33,2020,22,2020-05-25,30.87,81.9,76.4,synthetic
33,2020,23,2020-06-01,31.14,86.2,66.8,synthetic
33,2020,24,2020-06-08,32.22,88.5,81.7,synthetic
33,2020,25,2020-06-15,31.42,82.7,84.6,synthetic
33,2020,26,2020-06-22,31.03,85.1,80.9,synthetic
33,2020,27,2020-06-29,31.19,83.4,84.2,synthetic
33,2020,28,2020-07-06,31.43,81.8,84.0,synthetic
33,2020,29,2020-07-13,32.06,82.1,102.9,synthetic
33,2020,30,2020-07-20,30.85,80.3,90.5,synthetic
33,2020,31,2020-07-27,31.42,77.0,99.7,synthetic
33,2020,32,2020-08-03,29.38,79.2,81.9,synthetic
33,2020,33,2020-08-10,29.87,71.4,94.6,synthetic
33,2020,34,2020-08-17,28.62,72.9,91.2,synthetic
33,2020,35,2020-08-24,28.91,77.7,77.1,synthetic
33,2020,36,2020-08-31,26.96,66.0,85.8,synthetic
33,2020,37,2020-09-07,27.25,68.4,76.8,synthetic
33,2020,38,2020-09-14,26.26,68.9,70.5,synthetic
33,2020,39,2020-09-21,25.11,61.7,55.3,synthetic
33,2020,40,2020-09-28,24.33,66.8,53.7,synthetic
33,2020,41,2020-10-05,23.57,63.8,44.5,synthetic
33,2020,42,2020-10-12,23.17,63.2,46.6,synthetic
33,2020,43,2020-10-19,22.11,62.1,27.4,synthetic
33,2020,44,2020-10-26,22.88,63.0,19.1,synthetic
33,2020,45,2020-11-02,21.85,57.6,13.4,synthetic
33,2020,46,2020-11-09,20.33,55.2,1.8,synthetic
33,2020,47,2020-11-16,21.37,62.5,0.0,synthetic
33,2020,48,2020-11-23,20.07,57.5,4.9,synthetic
33,2020,49,2020-11-30,20.12,56.3,2.4,synthetic
33,2020,50,2020-12-07,22.5,57.4,0.0,synthetic
33,2020,51,2020-12-14,22.78,51.8,0.0,synthetic
33,2020,52,2020-12-21,22.07,67.1,0.0,synthetic
33,2020,53,2020-12-28,21.62,59.7,0.0,synthetic
33,2021,1,2021-01-04,22.25,63.8,4.4,synthetic
33,2021,2,2021-01-11,22.45,63.2,0.0,synthetic
33,2021,3,2021-01-18,23.58,65.3,12.1,synthetic
33,2021,4,2021-01-25,21.08,59.1,18.5,synthetic
33,2021,5,2021-02-01,23.93,64.6,20.4,synthetic
33,2021,6,2021-02-08,23.18,66.2,0.0,synthetic
33,2021,7,2021-02-15,24.33,70.7,0.0,synthetic
33,2021,8,2021-02-22,25.0,70.9,0.0,synthetic
33,2021,9,2021-03-01,26.38,72.6,1.7,synthetic
33,2021,10,2021-03-08,25.94,74.8,0.0,synthetic
33,2021,11,2021-03-15,29.44,80.4,0.5,synthetic
33,2021,12,2021-03-22,27.52,83.0,0.0,synthetic
33,2021,13,2021-03-29,27.04,79.1,0.0,synthetic
33,2021,14,2021-04-05,28.88,83.3,0.2,synthetic
33,2021,15,2021-04-12,29.09,84.7,5.4,synthetic
33,2021,16,2021-04-19,29.41,85.5,8.0,synthetic
33,2021,17,2021-04-26,32.74,88.2,12.1,synthetic
33,2021,18,2021-05-03,31.04,86.7,4.9,synthetic
